Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"S48", 0.208, 1,    112.924,  -34.3,   0.94033, 2,    113.417, -152.7,   0.94444, 3,    116.439,   86.5,   0.96961
"S49", 0.208, 1,    113.779,  -34.3,   0.94746, 2,    114.032, -152.5,   0.94956, 3,    116.945,   86.7,   0.97382
"S50", 0.208, 1,    113.956,  -34.2,   0.94893, 2,    113.981, -152.5,   0.94914, 3,    116.913,   86.7,   0.97356
"S51", 0.208, 1,    113.214,  -34.3,   0.94276, 2,    113.321, -152.6,   0.94364, 3,     116.36,   86.5,   0.96895
"S52", 0.208, 1,    112.594,  -34.3,   0.93759, 2,    112.935, -152.6,   0.94043, 3,    116.136,   86.5,   0.96709
"S53", 0.208, 1,    113.253,  -34.2,   0.94307, 2,    113.414, -152.5,   0.94442, 3,    116.647,   86.6,   0.97134
"S54", 0.208, 1,    113.938,  -34.1,   0.94878, 2,    114.055, -152.3,   0.94976, 3,    117.122,   86.7,   0.97529
"S55", 0.208, 1,    113.962,  -34.2,   0.94898, 2,        114, -152.4,    0.9493, 3,    117.079,   86.7,   0.97494
"S56", 0.208, 1,    113.218,  -34.3,   0.94278, 2,    113.346, -152.6,   0.94385, 3,    116.567,   86.6,   0.97068
"S57", 0.208, 1,    112.566,  -34.4,   0.93736, 2,    112.987, -152.7,   0.94086, 3,    116.087,   86.5,   0.96668
"S58", 0.208, 1,    113.544,  -34.2,    0.9455, 2,    113.893, -152.6,   0.94841, 3,    116.817,   86.7,   0.97275
"S59", 0.208, 1,     114.42,  -34.1,    0.9528, 2,    114.551, -152.4,   0.95389, 3,    117.408,   86.9,   0.97768
"S60", 0.208, 1,    115.025,  -33.9,   0.95784, 2,    114.982, -152.2,   0.95747, 3,    117.899,   87.0,   0.98176
"S61", 0.208, 1,    114.566,  -34.0,   0.95401, 2,    114.604, -152.3,   0.95433, 3,    117.606,   86.9,   0.97932
"S62", 0.208, 1,    114.056,  -34.0,   0.94976, 2,    114.134, -152.4,   0.95042, 3,    117.283,   86.8,   0.97663
"S83", 0.208, 1,    113.839,  -34.0,   0.94796, 2,     113.91, -152.3,   0.94855, 3,    117.141,   86.9,   0.97546
"S84", 0.208, 1,    114.133,  -34.0,    0.9504, 2,    114.096, -152.3,   0.95009, 3,    117.262,   86.8,   0.97646
"S85", 0.208, 1,    114.714,  -33.9,   0.95524, 2,    114.618, -152.2,   0.95444, 3,    117.669,   87.0,   0.97985
"S86", 0.208, 1,     114.53,  -34.1,   0.95371, 2,     114.52, -152.3,   0.95362, 3,    117.528,   86.9,   0.97867
"S87", 0.208, 1,     113.81,  -34.2,   0.94772, 2,    113.956, -152.4,   0.94893, 3,    117.043,   86.8,   0.97464
"S88", 0.208, 1,    112.966,  -34.3,   0.94069, 2,    113.145, -152.6,   0.94218, 3,    116.411,   86.6,   0.96938
"S89", 0.208, 1,     113.51,  -34.3,   0.94521, 2,    113.516, -152.6,   0.94527, 3,    116.732,   86.6,   0.97205
"S90", 0.208, 1,    114.218,  -34.2,   0.95111, 2,    114.135, -152.4,   0.95042, 3,    117.223,   86.8,   0.97613
"S91", 0.208, 1,    114.139,  -34.2,   0.95046, 2,    114.156, -152.4,   0.95059, 3,     117.23,   86.8,   0.97619
"S92", 0.208, 1,    113.353,  -34.3,   0.94391, 2,     113.55, -152.6,   0.94555, 3,    116.743,   86.7,   0.97214
"S93", 0.208, 1,    112.753,  -34.2,   0.93892, 2,    113.081, -152.6,   0.94164, 3,    116.423,   86.6,   0.96947
"S94", 0.208, 1,    113.393,  -34.1,   0.94424, 2,     113.65, -152.3,   0.94638, 3,    116.839,   86.8,   0.97294
"S95", 0.208, 1,    114.124,  -34.0,   0.95033, 2,    114.285, -152.2,   0.95167, 3,    117.349,   86.9,   0.97719
"S96", 0.208, 1,    114.424,  -34.0,   0.95283, 2,    114.437, -152.2,   0.95293, 3,    117.627,   87.0,    0.9795
"S97", 0.208, 1,    113.834,  -34.0,   0.94792, 2,    113.921, -152.3,   0.94864, 3,    117.283,   86.9,   0.97664
"S98", 0.208, 1,    113.236,  -34.2,   0.94294, 2,    113.459, -152.5,    0.9448, 3,    116.809,   86.7,   0.97268
"S99", 0.208, 1,    114.134,  -34.0,   0.95042, 2,    114.289, -152.3,    0.9517, 3,    117.458,   86.9,   0.97809
"S100", 0.208, 1,    114.824,  -33.9,   0.95616, 2,    114.821, -152.1,   0.95613, 3,    117.906,   87.1,   0.98183
"S101", 0.208, 1,    115.059,  -33.8,   0.95811, 2,     114.96, -152.0,   0.95729, 3,    118.089,   87.1,   0.98335
"S102", 0.208, 1,    114.562,  -33.9,   0.95397, 2,    114.516, -152.1,   0.95359, 3,     117.76,   87.0,   0.98061
"S103", 0.208, 1,     113.97,  -33.9,   0.94905, 2,    114.112, -152.2,   0.95023, 3,    117.282,   86.9,   0.97663
"S124", 0.208, 1,    114.305,  -33.8,   0.95184, 2,    114.498, -152.0,   0.95344, 3,    117.611,   87.1,   0.97936
"S125", 0.208, 1,    114.677,  -33.8,   0.95493, 2,    114.695, -152.1,   0.95508, 3,     117.82,   87.1,   0.98111
"S126", 0.208, 1,    114.931,  -33.8,   0.95705, 2,    114.898, -152.0,   0.95678, 3,    117.971,   87.1,   0.98237
"S127", 0.208, 1,    113.548,  -34.1,   0.94553, 2,    113.751, -152.4,   0.94723, 3,    116.966,   86.8,     0.974
"S128", 0.208, 1,     113.39,  -34.1,   0.94421, 2,    113.612, -152.4,   0.94606, 3,    116.846,   86.8,   0.97299
"S129", 0.208, 1,    113.431,  -34.2,   0.94456, 2,    113.614, -152.5,   0.94608, 3,     116.83,   86.8,   0.97287
"S130", 0.208, 1,     113.63,  -34.2,   0.94622, 2,    113.798, -152.5,   0.94762, 3,    117.007,   86.8,   0.97434
"S131", 0.208, 1,     114.66,  -34.1,   0.95479, 2,    114.565, -152.3,   0.95401, 3,    117.646,   87.0,   0.97966
"S132", 0.208, 1,    114.246,  -34.1,   0.95134, 2,     114.22, -152.3,   0.95113, 3,    117.359,   86.9,   0.97726
"S133", 0.208, 1,    114.021,  -34.2,   0.94947, 2,    113.989, -152.4,   0.94921, 3,    117.196,   86.8,   0.97591
"S134", 0.208, 1,      113.8,  -34.2,   0.94764, 2,    113.669, -152.4,   0.94654, 3,    116.996,   86.7,   0.97424
"S135", 0.208, 1,    113.975,  -34.1,   0.94909, 2,    113.811, -152.4,   0.94773, 3,    117.115,   86.8,   0.97523
"S136", 0.208, 1,    114.855,  -34.0,   0.95642, 2,    114.602, -152.3,   0.95431, 3,     117.71,   87.0,   0.98019
"S137", 0.208, 1,    114.448,  -34.1,   0.95302, 2,    114.251, -152.3,   0.95139, 3,    117.417,   86.9,   0.97775
"S138", 0.208, 1,    114.192,  -34.1,    0.9509, 2,    114.033, -152.4,   0.94957, 3,    117.249,   86.8,   0.97635
"S139", 0.208, 1,    113.771,  -34.1,   0.94739, 2,     113.81, -152.4,   0.94771, 3,    116.992,   86.8,   0.97421
"S140", 0.208, 1,    113.902,  -34.1,   0.94848, 2,      113.9, -152.4,   0.94846, 3,    117.054,   86.8,   0.97473
"S141", 0.208, 1,    114.613,  -33.9,   0.95441, 2,    114.537, -152.3,   0.95377, 3,    117.573,   86.9,   0.97905
"S142", 0.208, 1,     114.14,  -34.0,   0.95046, 2,    114.132, -152.3,    0.9504, 3,    117.253,   86.9,   0.97639
"S143", 0.208, 1,    113.862,  -34.0,   0.94815, 2,     113.88, -152.4,    0.9483, 3,    117.052,   86.8,   0.97471
"S144", 0.208, 1,    113.408,  -34.0,   0.94436, 2,    113.488, -152.4,   0.94503, 3,    116.734,   86.7,   0.97207
"S22", 0.208, 1,    113.355,  -34.2,   0.94393, 2,    113.607, -152.5,   0.94603, 3,    116.776,   86.7,   0.97242
"S27", 0.208, 1,    114.345,  -34.1,   0.95217, 2,    114.383, -152.3,   0.95248, 3,    117.445,   86.9,   0.97798
"S32", 0.208, 1,    113.905,  -34.1,   0.94851, 2,    114.016, -152.3,   0.94943, 3,    117.153,   86.8,   0.97555
"S37", 0.208, 1,    113.612,  -34.1,   0.94607, 2,    113.792, -152.4,   0.94756, 3,    116.975,   86.8,   0.97407
"S63", 0.208, 1,    113.561,  -34.1,   0.94564, 2,    113.717, -152.3,   0.94694, 3,    116.936,   86.8,   0.97375
"S68", 0.208, 1,    114.581,  -34.0,   0.95413, 2,    114.502, -152.1,   0.95347, 3,    117.638,   87.0,   0.97959
"S73", 0.208, 1,     114.21,  -34.0,   0.95105, 2,    114.167, -152.2,   0.95069, 3,     117.38,   86.9,   0.97745
"S78", 0.208, 1,    114.002,  -34.0,   0.94931, 2,    113.992, -152.2,   0.94923, 3,    117.234,   86.9,   0.97623
"S104", 0.208, 1,    114.049,  -33.8,    0.9497, 2,    114.262, -152.1,   0.95148, 3,    117.381,   87.0,   0.97745
"S109", 0.208, 1,    114.961,  -33.5,    0.9573, 2,    115.151, -151.8,   0.95888, 3,    118.097,   87.3,   0.98342
"S114", 0.208, 1,    114.713,  -33.6,   0.95523, 2,     114.92, -151.9,   0.95695, 3,    117.922,   87.2,   0.98196
"S119", 0.208, 1,    114.631,  -33.6,   0.95455, 2,    114.835, -151.9,   0.95625, 3,     117.86,   87.2,   0.98144
"S23", 0.208, 1,    113.789,  -34.1,   0.94754, 2,    113.816, -152.5,   0.94776, 3,    117.026,   86.8,    0.9745
"S28", 0.208, 1,    114.388,  -34.0,   0.95253, 2,    114.336, -152.4,   0.95209, 3,    117.414,   86.9,   0.97773
"S33", 0.208, 1,    114.063,  -34.1,   0.94982, 2,    114.073, -152.5,    0.9499, 3,    117.206,   86.8,   0.97599
"S38", 0.208, 1,    113.242,  -34.2,   0.94298, 2,    113.376, -152.6,    0.9441, 3,    116.695,   86.6,   0.97174
"S64", 0.208, 1,    112.946,  -34.2,   0.94052, 2,    113.478, -152.5,   0.94495, 3,    116.644,   86.7,   0.97131
"S69", 0.208, 1,    113.777,  -34.1,   0.94744, 2,    114.135, -152.3,   0.95042, 3,     117.14,   86.8,   0.97544
"S74", 0.208, 1,    114.155,  -34.1,   0.95059, 2,    114.266, -152.3,   0.95151, 3,    117.292,   86.8,   0.97671
"S79", 0.208, 1,    113.525,  -34.2,   0.94534, 2,    113.721, -152.5,   0.94697, 3,    116.849,   86.7,   0.97302
"S105", 0.208, 1,     113.71,  -34.2,   0.94688, 2,    113.764, -152.5,   0.94733, 3,    117.075,   86.8,   0.97491
"S110", 0.208, 1,    114.431,  -34.1,   0.95289, 2,    114.367, -152.3,   0.95235, 3,    117.528,   86.9,   0.97868
"S115", 0.208, 1,    114.558,  -34.1,   0.95394, 2,    114.504, -152.3,   0.95349, 3,    117.572,   87.0,   0.97904
"S120", 0.208, 1,    113.914,  -34.2,   0.94858, 2,    114.001, -152.4,    0.9493, 3,    117.143,   86.9,   0.97547
"S24", 0.208, 1,     114.12,  -34.1,    0.9503, 2,    114.043, -152.4,   0.94965, 3,    117.065,   86.8,   0.97482
"S29", 0.208, 1,    114.662,  -34.0,   0.95481, 2,    114.536, -152.3,   0.95376, 3,    117.482,   86.9,   0.97829
"S34", 0.208, 1,    114.204,  -34.2,     0.951, 2,    114.273, -152.4,   0.95157, 3,    117.246,   86.8,   0.97633
"S39", 0.208, 1,    113.363,  -34.3,   0.94399, 2,     113.64, -152.5,    0.9463, 3,    116.697,   86.7,   0.97176
"S65", 0.208, 1,    113.001,  -34.1,   0.94098, 2,    113.434, -152.5,   0.94459, 3,     116.48,   86.6,   0.96995
"S70", 0.208, 1,    113.723,  -34.0,   0.94699, 2,    114.069, -152.3,   0.94987, 3,    116.993,   86.7,   0.97422
"S75", 0.208, 1,    113.848,  -34.1,   0.94803, 2,    114.075, -152.4,   0.94992, 3,    117.107,   86.8,   0.97517
"S80", 0.208, 1,    113.121,  -34.2,   0.94198, 2,    113.465, -152.5,   0.94484, 3,    116.652,   86.6,   0.97138
"S106", 0.208, 1,    113.411,  -34.1,    0.9444, 2,    113.553, -152.4,   0.94557, 3,    116.824,   86.8,   0.97281
"S111", 0.208, 1,    114.144,  -34.0,    0.9505, 2,    114.206, -152.2,   0.95102, 3,    117.326,   86.9,   0.97699
"S116", 0.208, 1,    114.582,  -34.0,   0.95414, 2,    114.394, -152.2,   0.95258, 3,    117.589,   86.9,   0.97918
"S121", 0.208, 1,    114.061,  -34.1,   0.94981, 2,    113.891, -152.3,   0.94839, 3,      117.2,   86.8,   0.97594
"S25", 0.208, 1,    113.787,  -34.1,   0.94752, 2,    113.809, -152.6,   0.94771, 3,    116.902,   86.7,   0.97346
"S30", 0.208, 1,    114.413,  -34.1,   0.95274, 2,    114.363, -152.5,   0.95232, 3,    117.313,   86.8,   0.97688
"S35", 0.208, 1,    114.077,  -34.2,   0.94994, 2,    114.158, -152.5,   0.95062, 3,    117.048,   86.7,   0.97468
"S40", 0.208, 1,    113.213,  -34.3,   0.94274, 2,    113.489, -152.7,   0.94504, 3,    116.472,   86.6,   0.96988
"S66", 0.208, 1,    113.088,  -34.2,   0.94171, 2,    113.342, -152.5,   0.94382, 3,    116.457,   86.6,   0.96976
"S71", 0.208, 1,    113.817,  -34.1,   0.94777, 2,    113.984, -152.3,   0.94916, 3,    116.997,   86.8,   0.97425
"S76", 0.208, 1,    113.958,  -34.2,   0.94895, 2,    114.011, -152.4,   0.94939, 3,    117.226,   86.8,   0.97616
"S81", 0.208, 1,    113.215,  -34.3,   0.94276, 2,    113.385, -152.5,   0.94417, 3,    116.809,   86.7,   0.97268
"S107", 0.208, 1,    113.694,  -34.1,   0.94675, 2,    113.863, -152.3,   0.94816, 3,    116.939,   86.8,   0.97377
"S112", 0.208, 1,    114.366,  -33.9,   0.95235, 2,    114.464, -152.2,   0.95316, 3,    117.427,   87.0,   0.97783
"S117", 0.208, 1,    114.558,  -34.0,   0.95394, 2,    114.595, -152.2,   0.95425, 3,    117.604,   87.0,   0.97931
"S122", 0.208, 1,    113.928,  -34.1,    0.9487, 2,     114.08, -152.4,   0.94996, 3,    117.204,   86.8,   0.97598
"S26", 0.208, 1,    113.701,  -34.1,   0.94681, 2,    113.895, -152.4,   0.94842, 3,    116.961,   86.7,   0.97395
"S31", 0.208, 1,    114.049,  -34.1,    0.9497, 2,    114.151, -152.3,   0.95056, 3,    117.206,   86.8,     0.976
"S36", 0.208, 1,    114.564,  -34.0,     0.954, 2,     114.57, -152.3,   0.95404, 3,    117.577,   86.9,   0.97909
"S41", 0.208, 1,    113.958,  -34.1,   0.94895, 2,    114.037, -152.4,   0.94961, 3,     117.25,   86.8,   0.97636
"S67", 0.208, 1,    114.297,  -34.0,   0.95177, 2,    114.334, -152.3,   0.95208, 3,    117.459,   86.9,    0.9781
"S72", 0.208, 1,    114.543,  -33.9,   0.95382, 2,    114.523, -152.2,   0.95365, 3,    117.626,   86.9,   0.97949
"S77", 0.208, 1,    114.932,  -33.9,   0.95705, 2,    114.867, -152.1,   0.95651, 3,    117.903,   87.0,    0.9818
"S82", 0.208, 1,    114.075,  -33.9,   0.94992, 2,    114.202, -152.2,   0.95098, 3,    117.357,   86.9,   0.97725
"S108", 0.208, 1,    113.932,  -33.8,   0.94873, 2,    114.221, -152.1,   0.95114, 3,    117.222,   87.0,   0.97612
"S113", 0.208, 1,     114.09,  -33.8,   0.95004, 2,    114.391, -152.0,   0.95256, 3,    117.328,   87.0,   0.97701
"S118", 0.208, 1,    114.427,  -33.7,   0.95285, 2,    114.681, -151.9,   0.95496, 3,    117.564,   87.1,   0.97897
"S123", 0.208, 1,    113.554,  -33.9,   0.94559, 2,    113.766, -152.2,   0.94735, 3,    116.871,   86.8,   0.97321
"P4", 230, 1,     139352,    0.0,    1.0494, 2,     139378, -120.0,    1.0496, 3,     139375,  120.0,    1.0496
"P5", 13.8, 1,     7756.6,   -1.5,   0.97354, 2,    7947.51, -120.6,    0.9975, 3,    7957.55,  117.8,   0.99876
"P8", 230, 1,     139351,    0.0,    1.0494, 2,     139378, -120.0,    1.0496, 3,     139374,  120.0,    1.0496
"P9", 13.8, 1,     7746.4,   -1.5,   0.97226, 2,    7942.12, -120.6,   0.99682, 3,    7949.18,  117.8,   0.99771
"S148", 0.208, 1,    114.348,  -34.1,    0.9522, 2,    114.386, -152.3,   0.95251, 3,    117.448,   86.9,   0.97801
"S145", 0.208, 1,    114.395,  -34.0,   0.95259, 2,    114.485, -152.3,   0.95334, 3,    117.476,   86.9,   0.97824
"S152", 0.208, 1,    114.392,  -34.0,   0.95256, 2,    114.339, -152.4,   0.95212, 3,    117.417,   86.9,   0.97775
"S149", 0.208, 1,    114.376,  -33.8,   0.95243, 2,    114.643, -152.0,   0.95465, 3,    117.487,   87.0,   0.97834
"S156", 0.208, 1,    114.665,  -34.0,   0.95483, 2,    114.539, -152.3,   0.95379, 3,    117.485,   86.9,   0.97831
"S153", 0.208, 1,    114.675,  -34.0,   0.95492, 2,    114.714, -152.3,   0.95525, 3,     117.57,   86.9,   0.97902
"S160", 0.208, 1,    114.416,  -34.1,   0.95276, 2,    114.367, -152.5,   0.95235, 3,    117.316,   86.8,   0.97691
"S157", 0.208, 1,    113.902,  -34.0,   0.94848, 2,    114.127, -152.2,   0.95036, 3,    117.059,   86.8,   0.97477
"S147", 0.208, 1,    114.424,  -33.9,   0.95283, 2,    114.612, -152.1,   0.95439, 3,    117.557,   87.0,   0.97892
"S146", 0.208, 1,    114.066,  -34.1,   0.94985, 2,    114.076, -152.5,   0.94993, 3,    117.209,   86.8,   0.97602
"S151", 0.208, 1,    113.783,  -34.3,   0.94749, 2,    114.035, -152.5,   0.94959, 3,    116.948,   86.7,   0.97385
"S150", 0.208, 1,    114.208,  -34.2,   0.95103, 2,    114.276, -152.4,   0.95159, 3,    117.249,   86.8,   0.97635
"S155", 0.208, 1,    113.941,  -34.1,   0.94881, 2,    114.059, -152.3,   0.94979, 3,    117.125,   86.7,   0.97532
"S154", 0.208, 1,     114.08,  -34.2,   0.94997, 2,    114.162, -152.5,   0.95064, 3,    117.052,   86.7,   0.97471
"S159", 0.208, 1,    114.423,  -34.1,   0.95282, 2,    114.554, -152.4,   0.95391, 3,    117.411,   86.9,    0.9777
"S158", 0.208, 1,    114.567,  -34.0,   0.95402, 2,    114.573, -152.3,   0.95406, 3,     117.58,   86.9,   0.97911
"S164", 0.208, 1,    114.583,  -34.0,   0.95416, 2,    114.504, -152.1,    0.9535, 3,    117.641,   87.0,   0.97962
"S161", 0.208, 1,    114.084,  -34.1,      0.95, 2,    114.224, -152.3,   0.95116, 3,    117.281,   86.8,   0.97662
"S168", 0.208, 1,     113.78,  -34.1,   0.94746, 2,    114.139, -152.3,   0.95045, 3,    117.143,   86.8,   0.97547
"S165", 0.208, 1,     113.96,  -34.2,   0.94896, 2,    113.984, -152.5,   0.94917, 3,    116.917,   86.7,   0.97358
"S172", 0.208, 1,    113.727,  -34.0,   0.94702, 2,    114.072, -152.3,    0.9499, 3,    116.996,   86.7,   0.97425
"S169", 0.208, 1,    113.965,  -34.2,   0.94901, 2,    114.003, -152.4,   0.94932, 3,    117.082,   86.7,   0.97496
"S176", 0.208, 1,     113.82,  -34.1,    0.9478, 2,    113.987, -152.3,   0.94919, 3,        117,   86.8,   0.97428
"S173", 0.208, 1,    115.028,  -33.9,   0.95786, 2,    114.985, -152.2,    0.9575, 3,    117.902,   87.0,   0.98179
"S163", 0.208, 1,    114.717,  -33.9,   0.95527, 2,    114.621, -152.2,   0.95447, 3,    117.671,   87.0,   0.97987
"S162", 0.208, 1,    114.159,  -34.1,   0.95062, 2,    114.269, -152.3,   0.95153, 3,    117.295,   86.8,   0.97674
"S167", 0.208, 1,    114.222,  -34.2,   0.95114, 2,    114.138, -152.4,   0.95044, 3,    117.226,   86.8,   0.97616
"S166", 0.208, 1,    113.851,  -34.1,   0.94806, 2,    114.078, -152.4,   0.94995, 3,     117.11,   86.8,    0.9752
"S171", 0.208, 1,    114.127,  -34.0,   0.95035, 2,    114.288, -152.2,    0.9517, 3,    117.352,   86.9,   0.97721
"S170", 0.208, 1,    113.962,  -34.2,   0.94898, 2,    114.014, -152.4,   0.94941, 3,     117.23,   86.8,   0.97619
"S175", 0.208, 1,    114.827,  -33.9,   0.95618, 2,    114.824, -152.1,   0.95616, 3,    117.909,   87.1,   0.98185
"S174", 0.208, 1,    114.934,  -33.9,   0.95708, 2,    114.869, -152.1,   0.95654, 3,    117.906,   87.0,   0.98182
"S180", 0.208, 1,    114.964,  -33.5,   0.95732, 2,    115.153, -151.8,    0.9589, 3,      118.1,   87.3,   0.98344
"S177", 0.208, 1,    114.533,  -34.1,   0.95373, 2,    114.523, -152.3,   0.95365, 3,    117.531,   86.9,    0.9787
"S184", 0.208, 1,    114.434,  -34.1,   0.95291, 2,     114.37, -152.3,   0.95238, 3,    117.531,   86.9,    0.9787
"S181", 0.208, 1,    114.143,  -34.2,   0.95049, 2,    114.159, -152.4,   0.95062, 3,    117.233,   86.8,   0.97622
"S188", 0.208, 1,    114.147,  -34.0,   0.95052, 2,     114.21, -152.2,   0.95104, 3,    117.329,   86.9,   0.97702
"S185", 0.208, 1,    114.427,  -34.0,   0.95286, 2,     114.44, -152.2,   0.95296, 3,     117.63,   87.0,   0.97953
"S192", 0.208, 1,    114.369,  -33.9,   0.95237, 2,    114.467, -152.2,   0.95319, 3,     117.43,   87.0,   0.97786
"S189", 0.208, 1,    115.061,  -33.8,   0.95814, 2,    114.963, -152.0,   0.95731, 3,    118.092,   87.1,   0.98337
"S179", 0.208, 1,    114.934,  -33.8,   0.95708, 2,    114.901, -152.0,    0.9568, 3,    117.974,   87.1,   0.98239
"S178", 0.208, 1,    114.561,  -34.1,   0.95397, 2,    114.507, -152.3,   0.95352, 3,    117.575,   87.0,   0.97907
"S183", 0.208, 1,    114.663,  -34.1,   0.95482, 2,    114.568, -152.3,   0.95403, 3,    117.649,   87.0,   0.97968
"S182", 0.208, 1,    114.585,  -34.0,   0.95417, 2,    114.397, -152.2,   0.95261, 3,    117.592,   86.9,    0.9792
"S187", 0.208, 1,    114.858,  -34.0,   0.95644, 2,    114.605, -152.3,   0.95433, 3,    117.713,   87.0,   0.98022
"S186", 0.208, 1,    114.561,  -34.0,   0.95397, 2,    114.598, -152.2,   0.95427, 3,    117.607,   87.0,   0.97933
"S191", 0.208, 1,    114.616,  -33.9,   0.95443, 2,     114.54, -152.3,   0.95379, 3,    117.576,   86.9,   0.97907
"S190", 0.208, 1,     114.43,  -33.7,   0.95288, 2,    114.683, -151.9,   0.95499, 3,    117.566,   87.1,   0.97899
"S196", 0.48, 1,    268.393,  -32.3,   0.96848, 2,    266.794, -150.9,   0.96271, 3,    273.273,   88.6,   0.98609
"S197", 0.48, 1,    268.386,  -32.3,   0.96846, 2,     266.79, -150.9,    0.9627, 3,    273.269,   88.6,   0.98607
"S201", 0.48, 1,    267.421,  -31.4,   0.96497, 2,    267.376, -149.8,   0.96481, 3,    273.548,   89.3,   0.98708
"S202", 0.48, 1,    267.417,  -31.4,   0.96496, 2,    267.374, -149.8,    0.9648, 3,    273.546,   89.3,   0.98707
"S207", 0.48, 1,    265.013,  -32.6,   0.95628, 2,    264.118, -150.6,   0.95306, 3,    273.357,   88.4,   0.98639
"S208", 0.48, 1,    265.031,  -32.6,   0.95635, 2,    264.112, -150.6,   0.95303, 3,    273.367,   88.4,   0.98643
"S209", 0.48, 1,    265.025,  -32.6,   0.95633, 2,    264.108, -150.6,   0.95302, 3,    273.364,   88.4,   0.98642
"S214", 0.48, 1,    265.323,  -32.7,    0.9574, 2,    265.904, -150.9,    0.9595, 3,    272.789,   88.2,   0.98434
"S215", 0.48, 1,    265.293,  -32.7,   0.95729, 2,    265.908, -150.9,   0.95951, 3,    272.772,   88.2,   0.98428
"S216", 0.48, 1,    265.316,  -32.7,   0.95738, 2,    265.899, -150.9,   0.95948, 3,    272.785,   88.2,   0.98433
"S221", 0.48, 1,    263.787,  -33.1,   0.95186, 2,    263.345, -151.3,   0.95026, 3,    270.404,   87.9,   0.97574
"S222", 0.48, 1,    263.786,  -33.1,   0.95186, 2,    263.345, -151.3,   0.95026, 3,    270.404,   87.9,   0.97574
"S223", 0.48, 1,     263.78,  -33.1,   0.95183, 2,    263.341, -151.3,   0.95025, 3,      270.4,   87.9,   0.97572
"S228", 0.48, 1,    264.898,  -33.0,   0.95587, 2,    264.725, -151.2,   0.95524, 3,     272.14,   88.2,     0.982
"S229", 0.48, 1,     264.89,  -33.0,   0.95584, 2,     264.72, -151.2,   0.95523, 3,    272.135,   88.2,   0.98198
"S230", 0.48, 1,    264.892,  -33.0,   0.95585, 2,    264.722, -151.2,   0.95523, 3,    272.137,   88.2,   0.98199
"S234", 0.48, 1,    270.303,  -31.2,   0.97537, 2,    270.237, -149.4,   0.97513, 3,    276.999,   89.6,   0.99953
"S235", 0.48, 1,    270.298,  -31.2,   0.97535, 2,    270.233, -149.4,   0.97512, 3,    276.995,   89.6,   0.99952
"S238", 0.48, 1,    23.9669,  -92.6,  0.086483, 2,    18.3955, -173.0,  0.066379, 3,     266.52,   88.6,   0.96172
"S240", 0.48, 1,    7.99482, -112.8,  0.028849, 2,    8.07693,  126.7,  0.029145, 3,    273.962,   87.7,   0.98857
